지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
90,2020-03-30,8.4,2,607,14,1452,,,,,,,8,180,1626,5.1,160,1640,2,1685,2.9,49,831,68.9,7.6,1017.8,1021.6,802,1018.3,1729,1019.9,12.6,11.6,,,,,,,,,.6,0,11.6,-.1,,,,,,,,,,,,,
90,2020-03-31,10.6,4.4,401,15.8,1424,,,,,,,7.7,140,1455,5.8,140,1456,1.7,1489,5.1,36,931,70.3,9,1014.1,1019.8,1,1013,2355,1016.2,12.6,9.4,,,,,,,,,6.5,2.9,13,.4,,,,,,,,,,,,,
90,2020-04-01,9.1,3.3,2400,13.9,248,,.6,1902,.8,1819,.8,11.4,50,1656,7.6,360,818,2.3,2025,1.8,30,245,63.3,7.2,1013.2,1018.9,2017,1011.5,328,1015.3,12.6,0,,,,,,,,,8.4,5.8,9.1,1.4,,,,,,,,,,,,,
90,2020-04-02,12,2.6,452,18.4,1416,,,,,,,8.3,270,1802,4.3,140,1317,2.1,1782,-4.3,15,1412,35.8,4.5,1016.4,1020.5,939,1016.4,1643,1018.5,12.7,11.9,,,,,,,,,0,0,12.1,-.4,,,,,,,,,,,,,
90,2020-04-03,15.4,8.4,603,20.8,1359,,,,,,,8.7,230,2138,4.4,290,1245,2,1734,-8.8,12,1047,18.8,3.2,1013.8,1018.9,732,1012.9,2358,1015.9,12.7,12,,,,,,,,,0,0,15.5,.4,,,,,,,,,,,,,
90,2020-04-04,8.4,4.6,2048,13,17,,,,,,,13.7,340,957,10.1,360,942,3.9,3334,-5.7,21,1021,36.4,4.1,1015.4,1021.2,2357,1011.3,305,1017.5,12.8,8.5,,,,,,,,,2.8,2.1,12.2,1.6,,,,,,,,,,,,,
90,2020-04-05,6.6,.9,314,11.8,1407,,,,,,,5.4,70,1351,3.4,20,1358,1.6,1388,-8.1,19,931,35.1,3.4,1018.4,1021.8,830,1018.9,1751,1020.5,12.8,12.1,,,,,,,,,0,0,11.9,-1.8,,,,,,,,,,,,,
90,2020-04-06,10.9,3.6,1,14.7,1506,,,,,,,6.1,160,1708,4.2,160,1705,1.9,1599,-3,22,835,39,5.1,1015.6,1020.9,655,1014.7,2357,1017.7,12.9,11.6,,,,,,,,,2,1.1,14.4,-1.1,,,,,,,,,,,,,
90,2020-04-07,12.5,9,2343,18.5,1146,,1.5,2253,2.5,2248,2.5,7.8,90,2309,5.6,110,2312,2.4,2038,.5,20,859,49.5,6.8,1010.9,1014.8,1,1011.6,1445,1013,12.9,10,,,,,,,,,4.9,3.4,15.7,2.5,,,,,,,,,,,,,
90,2020-04-08,7.4,3.4,2359,10.7,1628,,.1,,.7,-2331,.3,12.1,340,1211,7.6,360,1205,2.8,2452,-1.5,31,1538,56.8,5.7,1014.8,1019.7,2134,1013.9,440,1016.9,12.9,8,,,,,,,,,3.5,3,11.1,-.3,,,,,,,,,,,,,
90,2020-04-09,7.9,3.3,600,11.3,1357,,,,,,,9.7,20,1210,4.9,20,1204,2.3,1976,-2,32,847,51,5.4,1020,1026.4,2358,1019.1,27,1022.2,13,9.4,,,,,,,,,2.9,1.6,12.9,-.9,,,,,,,,,,,,,
90,2020-04-10,8.4,3.2,536,13.8,1216,,,,,,,6.5,140,1319,4,140,1346,1.9,1608,.7,39,1036,60.6,6.4,1023.2,1027.3,912,1023.5,2353,1025.3,13,10,,,,,,,,,3.5,1.8,13,.1,,,,,,,,,,,,,
90,2020-04-11,10.1,4,257,15.4,1107,,,,,,,5.7,110,1111,3.9,110,1123,1.5,1286,1.6,39,836,56.4,7,1015.9,1023.6,16,1014.5,2357,1018,13,11.4,,,,,,,,,1.5,1.4,15,.5,,,,,,,,,,,,,
90,2020-04-12,9.5,7.2,2330,11.8,238,,0,,0,,0,11.5,50,1233,7.5,70,827,4.6,4012,4.4,54,2248,70.9,8.5,1014.7,1018.2,2043,1014.5,1,1016.8,13.1,1.7,,,,,,,,,5.8,4.5,12,2.6,,,,,,,,,,,,,
90,2020-04-13,9.5,5,511,13.8,1555,,0,,0,,0,8.3,340,1230,5.1,360,851,2.5,2184,-2.2,24,2345,45.3,5.3,1012.3,1016.9,1,1013.6,429,1014.4,13.1,11.6,,,,,,,,,2.8,.5,14.9,.9,,,,,,,,,,,,,
90,2020-04-14,16.5,7.5,234,23.7,1324,,,,,,,10.8,290,1241,4.9,290,1138,1.8,1563,-3.2,13,1048,28,5,1010,1014,1,1010.6,1838,1012.1,13.2,12.2,,,,,,,,,0,0,17.9,1.8,,,,,,,,,,,,,
90,2020-04-15,13.5,8.1,2211,20.3,903,,0,,0,,0,9.3,50,914,4.3,360,1509,2,1733,1.9,20,16,52.3,7.5,1012.9,1019.4,2234,1010.5,530,1015,13.2,9.9,,,,,,,,,3.4,1.5,17.3,5.2,,,,,,,,,,,,,
90,2020-04-16,11.2,6.7,544,15,1440,,,,,,,8,160,1808,5.5,160,1830,2.8,2384,5.2,52,1440,67.3,8.8,1018.4,1022.4,1005,1019.3,1,1020.6,13.2,8.7,,,,,,,,,6.1,5.5,17.4,5.7,,,,,,,,,,,,,
90,2020-04-17,11.7,9.1,414,13.6,1747,,.7,1531,1.8,1519,2,6.9,160,3,4.2,160,8,1.6,1399,6.4,59,2124,70.9,9.7,1011.6,1020,17,1010,2034,1013.7,13.3,.9,,,,,,,,,7.8,5.8,12.8,6.9,,,,,,,,,,,,,
90,2020-04-18,10.4,7.5,205,13.2,1452,,2.9,422,5.1,418,10.6,10.3,360,506,6.6,360,1044,2.8,2396,6.9,67,1318,79.6,9.9,1014.4,1021.2,2318,1009.4,214,1016.5,13.3,6.5,,,,,,,,,4.6,4.3,13.3,4.6,,,,,,,,,,,,,
90,2020-04-19,9.7,6.4,609,13,1336,,2.4,1811,6.7,1738,18.1,9.3,70,1931,5.5,70,1944,2,1748,6.8,72,1120,82.5,9.9,1015,1021.3,12,1011.7,2400,1017.2,13.4,0,,,,,,,,,9.3,4.6,10.9,5.2,,,,,,,,,,,,,
90,2020-04-20,10.8,7.1,431,16.2,1541,,.2,,.8,159,1.9,15.2,270,2045,7.2,290,2059,2.5,2167,3.9,36,2052,65.6,8.3,1005.7,1011.7,1,1003.7,1838,1007.8,13.4,6.2,,,,,,,,,6.3,4.5,11.8,4.1,,,,,,,,,,,,,
90,2020-04-21,8.7,5.1,2346,14,1350,,,,,,,16.8,290,2159,7.2,290,2142,3.6,3142,-7.1,20,1900,32.4,3.6,1007.7,1012.8,2254,1006.4,1341,1009.8,13.4,9.4,,,,,,,,,6.1,2.4,10.7,3.2,,,,,,,,,,,,,
90,2020-04-22,7.8,4.5,553,12.1,1425,,,,,,,17.5,270,334,7.6,270,343,4.4,3844,-7.8,23,1113,32.6,3.4,1009.2,1013.6,2130,1009.2,1333,1011.3,13.5,12.1,,,,,,,,,1.3,.3,11.5,3,,,,,,,,,,,,,
90,2020-04-23,9.1,5,509,14.9,1424,,,,,,,12.2,290,1234,6.2,290,1243,2.9,2497,-2.9,22,1403,43.9,5.1,1010,1013.5,2258,1010.4,1455,1012.2,13.5,11.5,,,,,,,,,2.4,1.3,13.7,3.6,,,,,,,,,,,,,
90,2020-04-24,12.8,6.5,420,18,1447,,,,,,,12.9,290,1827,6.1,270,1802,2.8,2396,-5.5,18,1150,28.4,4.1,1007.3,1013.3,1,1006.2,1651,1009.4,13.6,10.9,,,,,,,,,3.9,1.3,14.9,3.1,,,,,,,,,,,,,
90,2020-04-25,15.7,11.2,2321,22.7,1403,,0,,0,,0,15.8,250,603,6.5,230,642,2.8,2414,2,24,1404,40.4,7.1,1004.1,1011.5,2351,1003.2,1508,1006.2,13.6,8.1,,,,,,,,,4,1.4,16.8,7.9,,,,,,,,,,,,,
90,2020-04-26,10.5,8.3,2349,14,1354,,.2,,.2,,.3,8.1,20,3,5.3,360,8,2.6,2225,4.5,48,8,67.3,8.5,1014.4,1019,2225,1011.5,1,1016.5,13.6,6.7,,,,,,,,,5.4,3.5,13.4,5.7,,,,,,,,,,,,,
90,2020-04-27,10.2,6.5,224,13.9,1710,,1.3,1057,1.9,1021,1.9,7.2,360,1046,4.4,20,938,1.7,1440,3.9,52,538,66.1,8.2,1016.7,1020.4,1103,1017.5,252,1018.9,13.7,7.6,,,,,,,,,4.6,3.8,14.1,3.9,,,,,,,,,,,,,
90,2020-04-28,17.6,8,1,23.2,1541,,,,,,,13,250,2124,6.2,270,2316,2.6,2240,-2.6,16,1707,26.8,5.1,1012.8,1019.1,6,1011.2,1812,1014.9,13.7,11.5,,,,,,,,,3.3,.8,16.3,2.4,,,,,,,,,,,,,
90,2020-04-29,16.8,11.3,2300,22.1,1017,,,,,,,13,270,342,7.2,270,321,2.6,2239,4.5,26,141,47.3,8.6,1013.8,1017.8,749,1013.5,17,1015.9,13.7,6.9,,,,,,,,,6.1,3.4,17.2,7.7,,,,,,,,,,,,,
90,2020-04-30,19.2,12.4,20,24.5,1807,,,,,,,7.5,290,2212,4.6,110,1503,1.8,1555,5,22,1322,39.8,8.9,1010,1015.4,326,1008.1,1705,1012.1,13.8,8.7,,,,,,,,,4.4,2.6,18.6,7,,,,,,,,,,,,,
90,2020-05-01,25.5,18.2,616,32.4,1551,,,,,,,19.1,230,2000,6.9,200,2002,2.8,2377,11.1,25,1352,42.4,13.3,1005.3,1010.4,13,1003.9,2027,1007.3,13.8,12.5,,,,,,,,,1.5,0,26.6,16.4,,,,,,,,,,,,,
90,2020-05-02,24.8,20.6,802,28.6,1419,,,,,,,11.3,110,123,5.9,160,348,2.6,2266,13.2,39,1,49,15.2,1005,1009.3,1020,1004.3,210,1007,13.8,9.5,,,,,,,,,5.6,.6,26.6,19.6,,,,,,,,,,,,,
90,2020-05-03,20.8,14.6,2338,26.8,1018,,,,,,,9.4,270,115,4.9,360,2323,1.7,1474,12.7,33,508,62.9,14.8,1002.9,1006.7,744,1003.3,1618,1004.9,13.9,9.5,,,,,,,,,7.5,4.4,26.5,14.8,,,,,,,,,,,,,
90,2020-05-04,15.3,12.8,2058,28,1131,,,,,,,9.4,70,1152,5.4,70,1154,1.8,1558,12,41,1124,81.9,14.2,1006.3,1013.9,2144,1002.8,250,1008.4,13.9,4,,,,,,,,,6.8,6.1,19.2,12.4,,,,,,,,,,,,,
90,2020-05-05,15,12.2,2142,17.4,932,,,,,,,8.5,360,2354,5.8,360,2400,2.2,1872,10.5,61,1144,75,12.7,1009.5,1013.6,1,1007.9,1939,1011.6,13.9,5.1,,,,,,,,,5.1,3.4,18.7,7.8,,,,,,,,,,,,,
90,2020-05-06,15.6,11.4,514,19.5,1037,,,,,,,12.3,360,52,8.2,360,53,2.4,2046,11.8,66,1131,78.8,13.9,1014.1,1020,2345,1011.1,1,1016.2,14,12.7,,,,,,,,,3.6,3.3,23.8,8.4,,,,,,,,,,,,,
90,2020-05-07,14.7,8.9,447,18.7,1219,,,,,,,7.6,140,1801,5,140,1653,2,1763,10.4,66,1830,76.3,12.7,1017.7,1021.7,956,1018.2,2332,1019.8,14,7.6,,,,,,,,,8.3,5.3,19.2,6.3,,,,,,,,,,,,,
90,2020-05-08,14.8,10.1,500,19.4,1106,,.4,2249,1.7,2216,3.2,7.5,140,1448,4.6,160,1452,1.7,1497,11.5,55,1243,81.1,13.7,1013.2,1018.3,22,1013,1815,1015.3,14,8.3,,,,,,,,,7.9,4.6,21.6,7.6,,,,,,,,,,,,,
90,2020-05-09,13.7,11.7,551,15.7,1639,,1.5,638,6.7,949,42.8,9.4,160,1337,6,160,1338,1.6,1419,13,90,1,95.8,15,1004.7,1014.7,1,1001.9,1839,1006.8,14.1,0,,,,,,,,,9.5,8.6,15,13,,,,,,,,,,,,,
90,2020-05-10,19,14,332,24.1,1115,,,,,,,13.4,290,1944,7.2,290,1951,2.1,1838,11.3,42,2311,63.4,13.5,999.8,1002.7,1235,1000.7,1907,1001.8,14.1,8.7,,,,,,,,,4,2.8,20.3,13.6,,,,,,,,,,,,,
90,2020-05-11,20.4,16.4,544,25.2,1605,,,,,,,19.2,270,932,9.6,270,1302,4.3,3673,2.7,20,1259,32.3,7.5,1000.2,1003.9,536,1000.3,1617,1002.2,14.1,11.8,,,,,,,,,1.6,.6,20.2,12.3,,,,,,,,,,,,,
90,2020-05-12,17.2,13.5,257,21.1,1651,,0,,0,,0,11.6,290,1416,5.4,290,2330,3.1,2646,5.1,30,1,45.6,8.9,999.6,1007.5,2353,998.4,1008,1001.6,14.2,10.1,,,,,,,,,4.3,2.5,17.8,11,,,,,,,,,,,,,
90,2020-05-13,20.8,14.7,349,26.5,1553,,,,,,,15.8,290,924,7.4,290,744,4,3434,-.4,18,1450,25.1,6,1007.8,1012.6,2255,1007.5,1,1009.9,14.2,13.4,,,,,,,,,0,0,22.2,10.9,,,,,,,,,,,,,
90,2020-05-14,23,19.3,2250,29.1,1432,,,,,,,10.1,230,842,4.5,270,12,2,1736,.2,12,935,23.8,6.6,1011.3,1014.4,727,1012.1,1456,1013.3,14.2,8.2,,,,,,,,,7.4,3.1,24,14.2,,,,,,,,,,,,,
90,2020-05-15,16.1,14.1,1441,22.6,617,,.5,801,1.7,1023,7.3,10.4,160,2046,7.1,160,1728,2.2,1895,10.9,24,134,75.9,13.4,1008.9,1013.7,5,1008.5,2336,1011,14.3,0,,,,,,,,,9.6,7.4,17.3,14.7,,,,,,,,,,,,,
90,2020-05-16,15.2,14,140,16.4,1106,,.5,30,.5,30,.5,4.6,360,716,2.9,360,523,1.6,1385,13.7,87,854,91,15.7,1005,1008.7,1,1005.5,1737,1007.1,14.3,0,,,,,,,,,9,9,17.1,14.6,,,,,,,,,,,,,
90,2020-05-17,16.3,14.8,251,19.4,1215,,.4,2321,.4,2320,.4,8.1,160,1245,5.2,140,1253,2.4,2063,14.6,78,1216,90.4,16.6,1003.9,1007.6,2321,1004,1245,1006,14.3,3.9,,,,,,,,,7.4,7.1,19.6,15.3,,,,,,,,,,,,,
90,2020-05-18,14.8,13.7,2354,15.6,1139,,3,1916,8.6,2254,30.3,8.5,110,2130,5.7,140,1538,3.5,2987,14.3,96,1237,97.5,16.3,1001,1007,1,999.5,1527,1003.1,14.4,0,,,,,,,,,8.5,8.5,16.1,14.1,,,,,,,,,,,,,
90,2020-05-19,10.3,7.8,2040,13.8,1,,5.3,829,25.8,829,140,14.9,340,1349,8.2,340,1315,4.4,3815,9.3,86,1458,94,11.9,998.7,1008,2348,996.1,644,1000.8,14.4,0,,,,,,,,,9.5,9.3,11.9,8.6,,,,,,,,,,,,,
90,2020-05-20,10.6,8.3,11,14.4,1509,,1.1,51,3.8,12,12.4,9.7,340,156,6,360,610,2.4,2037,7.5,59,1456,82.9,10.4,1011.1,1016.4,2322,1008,1,1013.2,14.4,2,,,,,,,,,7.6,5.9,13.4,8.9,,,,,,,,,,,,,
90,2020-05-21,13.2,9.3,419,16.9,1052,,,,,,,5.6,160,2300,3.9,160,2122,2,1743,8.5,64,826,73.8,11.1,1014.7,1018.1,2215,1015.5,219,1016.8,14.4,5.3,,,,,,,,,6.8,5.8,16.8,9.4,,,,,,,,,,,,,
90,2020-05-22,13.2,12,427,14.9,1239,,.2,,.2,,.2,7,140,2138,4.7,160,1028,2.6,2230,10.6,75,958,84.8,12.8,1013.7,1017.7,1,1014.4,1740,1015.8,14.4,0,,,,,,,,,8.9,8.9,14.5,12.8,,,,,,,,,,,,,
90,2020-05-23,14.5,11.7,514,18,1122,,0,,0,,0,6,160,44,3.3,20,959,1.2,1073,12.5,74,1210,88.5,14.5,1009.7,1014.9,1,1009.9,1858,1011.8,14.5,9.4,,,,,,,,,7.8,5.1,19.9,11.4,,,,,,,,,,,,,
90,2020-05-24,17.3,13.9,15,23,1815,,1.2,721,3.5,719,4.5,9.8,340,1146,5.1,360,1140,1.5,1288,13.1,48,1833,78.5,15.1,1004.4,1010,50,1004,748,1006.4,14.5,5.7,,,,,,,,,5.6,2.3,17.7,14.5,,,,,,,,,,,,,
90,2020-05-25,21.2,16.3,520,24.7,1431,,,,,,,7.7,160,1605,4.3,140,1352,1.7,1427,12.5,42,1434,57.9,14.5,1006.9,1010.1,712,1007.3,1753,1008.9,14.5,10.7,,,,,,,,,6.6,1.5,20.4,13.1,,,,,,,,,,,,,
90,2020-05-26,17.4,13.4,2400,24.6,1137,,1.3,1627,1.5,1629,3.5,8.8,340,1726,5.5,360,1731,1.2,1030,11.4,42,1017,70.1,13.5,1005.3,1008.9,38,1005.9,2345,1007.3,14.5,5.3,,,,,,,,,8.1,2.8,19,13.5,,,,,,,,,,,,,
90,2020-05-27,19.1,12.9,36,23.8,1706,,,,,,,6.8,360,824,3.9,140,1642,1.5,1298,8.8,26,1807,53.3,11.5,1004.7,1008.2,939,1005.2,1719,1006.7,14.6,13.5,,,,,,,,,1,.4,22.1,11.4,,,,,,,,,,,,,
90,2020-05-28,18.1,14.3,2313,22.8,1252,,0,,0,,0,4.3,160,1506,2.4,140,1511,1.2,1064,11.9,44,1255,67.6,14,1006.8,1011.7,2358,1006.9,247,1008.8,14.6,5.9,,,,,,,,,6.8,3,20.4,13.3,,,,,,,,,,,,,
90,2020-05-29,17.9,13.1,515,22.5,1314,,,,,,,5.1,160,1701,3.7,140,1733,1.4,1187,12,53,1509,69.3,14.1,1012.8,1017.1,2310,1011.7,1,1014.9,14.6,14,,,,,,,,,.4,0,24.1,11.6,,,,,,,,,,,,,
90,2020-05-30,17.5,11.1,500,22.3,1334,,,,,,,8.1,160,1718,5.2,140,1627,1.8,1573,12.7,57,708,74.4,15,1014.4,1018.6,819,1014.8,2347,1016.5,14.6,14,,,,,,,,,0,0,24.1,10.1,,,,,,,,,,,,,
90,2020-05-31,17.7,12.9,137,21.1,1223,,0,,0,,0,6.4,360,2331,4.6,340,2333,1.4,1235,14.9,70,1622,84.1,17,1008.9,1014.8,1,1007.1,2351,1011,14.6,7.4,,,,,,,,,7.5,3.8,24.1,12.5,,,,,,,,,,,,,
90,2020-06-01,23.9,17.3,11,28.5,1618,,,,,,,12.3,290,1006,5.6,270,1039,2.8,2392,8.8,20,1628,40.8,11.6,1003.4,1007.6,13,1003.7,1550,1005.4,14.7,12.7,,,,,,,,,2.9,1.8,27.8,18.2,,,,,,,,,,,,,
90,2020-06-02,19.3,13.9,2342,25.1,1500,,0,,0,,0,12,360,1729,7.9,360,1721,1.9,1609,9.3,28,342,56.5,11.9,1003.9,1008,839,1002.6,1252,1005.9,14.7,2,,,,,,,,,7.5,5.1,23.8,13.6,,,,,,,,,,,,,
90,2020-06-03,22.6,13.9,2,27.9,2019,,,,,,,11.4,270,431,6.8,160,1535,3,2562,13.6,33,2002,58.4,15.6,998.9,1004.1,1,997.5,1942,1000.9,14.7,13.4,,,,,,,,,1.9,0,26.5,12.9,,,,,,,,,,,,,
90,2020-06-04,25.9,20.6,405,31.4,1703,,,,,,,9.9,290,1057,5.7,270,1104,2.5,2120,14.7,34,1706,51,16.8,998.9,1004,2336,998.9,1730,1000.9,14.7,13.1,,,,,,,,,.4,0,30.1,16.9,,,,,,,,,,,,,
90,2020-06-05,18.9,17,354,24.4,10,,,,,,,8.7,360,416,6.1,360,313,2.8,2421,15.7,53,28,82.5,17.8,1006.1,1010.5,2233,1003.8,1,1008.1,14.7,11.5,,,,,,,,,3.3,.6,29.2,16.1,,,,,,,,,,,,,
90,2020-06-06,18.4,15.5,303,21.8,1557,,,,,,,5.6,140,1729,3.5,110,1416,1.5,1327,15.9,72,1627,86,18,1009.1,1012,1143,1010,1650,1011.1,14.7,7.7,,,,,,,,,5.8,4,24.9,13.5,,,,,,,,,,,,,
90,2020-06-07,19.7,16.7,243,23.4,1331,,,,,,,6.1,140,1548,4,140,1437,1.8,1536,15.7,63,1458,78.4,17.9,1009,1012.8,645,1009.3,1711,1011.1,14.7,12.5,,,,,,,,,1.6,.4,30.1,15.9,,,,,,,,,,,,,
90,2020-06-08,22.8,16.7,440,29.4,1428,,,,,,,9.7,140,1510,6.1,160,1419,1.9,1680,17,43,1429,71.9,19.3,1009.9,1013.1,2243,1010.5,1649,1011.9,14.8,13.3,,,,,,,,,.9,0,30.7,15.2,,,,,,,,,,,,,
90,2020-06-09,25,20.4,2102,32,1351,,,,,,,7.5,160,1359,5.1,140,1403,1.3,1139,18.2,43,1218,67.6,20.9,1009.8,1013.1,655,1011,1618,1011.8,14.8,11.7,,,,,,,,,4.1,0,32.9,19.3,,,,,,,,,,,,,
90,2020-06-10,24.2,19.6,514,29.6,1159,,0,,0,,0,6.4,160,1453,4.3,160,1245,1.7,1436,18.7,49,1444,73.5,21.6,1005.7,1011.6,533,1003.6,2400,1007.7,14.8,5.7,,,,,,,,,8.5,3.9,30.1,18.8,,,,,,,,,,,,,
90,2020-06-11,24.7,21.9,318,29.1,1158,,0,,0,,0,6.8,160,1313,4.1,140,1014,1.8,1516,18.7,56,2332,70.1,21.7,1000.8,1004.4,2322,1001,1446,1002.8,14.8,11.1,,,,,,,,,5.4,2,34.6,20,,,,,,,,,,,,,
90,2020-06-12,20.4,19.3,445,22.3,37,,,,,,,3.8,360,928,3.2,360,1100,1.1,921,18.7,58,36,90.6,21.6,1002.5,1006,910,1003.2,13,1004.5,14.8,1,,,,,,,,,8.8,6.8,26.2,18.2,,,,,,,,,,,,,
90,2020-06-13,23.5,19.2,322,29.5,1455,,,,,,,7.1,140,1437,5.4,140,1539,1.8,1595,18.1,47,1430,73.3,20.8,1001.5,1005.3,912,1001.7,2350,1003.5,14.8,11.6,,,,,,,,,5.3,.4,33,17.8,,,,,,,,,,,,,
90,2020-06-14,27.3,20.4,321,33.2,1538,,.5,231,.5,201,.5,14.2,270,1922,6.4,270,2252,2.3,2001,16.7,34,1344,56.4,19.1,997.9,1002,2355,997.8,1348,999.9,14.8,7.8,,,,,,,,,4.4,1.9,31.2,20,,,,,,,,,,,,,
90,2020-06-15,28.4,23.5,356,33,1423,,,,,,,14.2,290,1711,7.1,270,1107,3.4,2903,11.3,27,1744,35.5,13.5,1000,1004,516,998.9,1605,1001.9,14.8,14,,,,,,,,,2,0,36.2,21.2,,,,,,,,,,,,,
90,2020-06-16,23.5,18.7,2352,27.3,1142,,,,,,,9.2,180,1704,5.1,160,1713,2.3,2020,13.9,35,1,56.3,16,1003.2,1006.2,803,1002.1,22,1005.2,14.8,14,,,,,,,,,2.1,0,33.3,16.5,,,,,,,,,,,,,
90,2020-06-17,22.5,17.4,303,27.5,1540,,,,,,,8.3,160,1318,5.2,160,1251,1.7,1488,17,53,1325,71.5,19.5,1001.4,1005.1,646,1001.9,1904,1003.4,14.8,12.9,,,,,,,,,4.5,.9,31.9,15.8,,,,,,,,,,,,,
90,2020-06-18,20.7,17.9,2350,24.3,55,,.4,2210,.8,2154,.8,9.2,360,1821,5.4,360,1749,2.4,2074,17,59,55,80.8,19.4,1001.6,1005.8,2257,1001,354,1003.6,14.8,.4,,,,,,,,,9.1,5,24.6,17.5,,,,,,,,,,,,,
90,2020-06-19,18.1,17.2,409,18.9,1823,,.3,552,1.2,529,3,6.9,340,123,4.2,360,1103,1.9,1605,17,89,1753,93.9,19.4,1006.8,1012.1,2337,1005,156,1008.8,14.8,0,,,,,,,,,8.6,8.6,19.3,17.1,,,,,,,,,,,,,
90,2020-06-20,20.3,16.1,443,23.8,1301,,,,,,,9.1,160,1721,6.2,160,1720,2.3,1989,17.5,70,1303,85,20,1008.6,1012.2,712,1009.1,1731,1010.6,14.8,9.2,,,,,,,,,4.9,1,28.3,14.9,,,,,,,,,,,,,
90,2020-06-21,21.3,18.6,2357,25,1143,,,,,,,9.5,140,1429,6.3,140,1404,2.4,2075,18,68,1513,82.1,20.6,1006.1,1010.1,301,1005.9,1757,1008.1,14.8,9.9,,,,,,,,,1.3,1,28.5,16.7,,,,,,,,,,,,,
90,2020-06-22,21.1,17.4,325,26.7,1105,,,,,,,6.3,140,1210,4.5,140,1231,1.4,1200,17.9,64,1105,83.3,20.6,1006.1,1009.3,2236,1006.1,129,1008.1,14.8,12.9,,,,,,,,,1.8,0,31.2,15.7,,,,,,,,,,,,,
90,2020-06-23,21.9,18.8,26,26,1159,,,,,,,4.3,340,337,2.5,360,128,1.2,998,19,70,1400,84.4,22,1008.3,1011,1228,1009.1,1,1010.3,14.8,3.4,,,,,,,,,9.1,8.5,26.6,17.3,,,,,,,,,,,,,
90,2020-06-24,20,18.8,2034,21.8,921,,2,1907,8.7,1825,51.1,6.6,110,1515,4.6,110,1651,1.7,1435,19.2,85,803,95.3,22.2,1004.5,1009.8,1,1002.5,2357,1006.5,14.8,0,,,,,,,,,10,8.9,21.7,18.6,,,,,,,,,,,,,
90,2020-06-25,19.3,18.5,2346,21.6,1012,,.1,,.1,,.3,10,360,1035,7.1,360,1036,2.8,2399,18,83,1012,92.6,20.6,1000.4,1003.3,2106,1001.6,320,1002.4,14.8,0,,,,,,,,,9.4,5.6,21,18,,,,,,,,,,,,,
90,2020-06-26,23.8,18.2,407,28.6,1523,,,,,,,12.1,270,1601,5.6,290,1610,2,1687,17.1,49,1711,68.6,19.6,1000.8,1004.2,2310,1002,210,1002.8,14.8,8.7,,,,,,,,,6.2,,28.5,17.6,,,,,,,,,,,,,
90,2020-06-27,25.3,20.6,2358,30.4,1154,,.5,2033,1,2001,1,9.1,340,2022,6.2,360,2028,2,1718,18.1,47,35,66.5,20.9,1001.3,1004.6,924,1001.6,1756,1003.3,14.8,8.4,,,,,,,,,6.8,3.6,32.1,19.7,,,,,,,,,,,,,
90,2020-06-28,21.6,19.4,509,24.1,1505,,,,,,,7.2,340,1115,4.6,360,1121,1.6,1341,19.1,76,1506,86,22.1,1002.9,1007,2120,1002.5,228,1004.9,14.8,9.8,,,,,,,,,4.6,3.5,29.5,18.1,,,,,,,,,,,,,
90,2020-06-29,21.4,20.5,529,23.1,1345,,.4,2346,.6,2256,.6,7.2,110,2318,5,110,2341,1.8,1546,19.3,80,1038,88.3,22.3,1002.7,1007.3,642,999.6,2356,1004.7,14.8,0,,,,,,,,,9.1,8,23.7,20.4,,,,,,,,,,,,,
90,2020-06-30,18.7,16.4,2339,21,23,,9.9,907,30.9,840,214.6,16.3,360,1410,9.3,360,2001,5.6,4850,18,94,1122,96.1,20.8,994.7,999.9,2311,993.9,1121,996.7,14.8,0,,,,,,,,,9.7,8.4,19.2,16.1,,,,,,,,,,,,,
