지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
90,2020-01-17,2.8,-.7,236,6.3,1601,,,,,,12,6.4,340,1614,3.8,360,1355,2.3,1992,-5.2,30,318,57.8,4.4,1020,1023.7,1,1020.6,1649,1022.2,9.8,.6,,,,,,,,,7.9,6.6,.9,-2.3,,,,,,,,,,,,,
90,2020-01-18,2.4,.1,52,6.9,1444,,,,,,15.3,5.8,290,39,2.9,320,40,1.7,1449,-1.3,32,2332,78.9,5.8,1017.4,1021.4,1,1018,2355,1019.6,9.9,3.3,,,,,,,,,6.1,5.5,2.5,-1.5,,,,,,,,,,,,,
90,2020-01-19,3.3,1.6,5,5.7,1538,,,,,,,13.1,290,706,6.4,270,707,2.7,2331,-8.9,28,350,40.5,3.2,1013.4,1018,1,1013,1334,1015.6,9.9,8.2,,,,,,,,,4.8,3.8,1.6,-1.8,,,,,,,,,,,,,
90,2020-01-20,2.3,-.6,2354,5.9,1439,,,,,,,11.3,270,1348,5.1,290,1812,2.5,2125,-11.9,22,1442,35,2.5,1017.1,1024.3,2353,1016.2,25,1019.3,9.9,9,,,,,,,,,.9,.5,1.2,-3.9,,,,,,,,,,,,,
90,2020-01-21,1.2,-3.5,555,5.9,1400,,,,,,,6.6,140,1554,3.6,160,1612,1.7,1469,-10.9,26,1013,40.5,2.7,1025.5,1030.3,1025,1024.2,1,1027.7,9.9,9.2,,,,,,,,,1.6,1.3,.4,-4.3,,,,,,,,,,,,,
90,2020-01-22,5.6,2,229,11.2,1407,,,,,,,7.1,270,1449,3.2,270,1419,1.3,1132,-9.6,20,630,33.6,3,1021.7,1026.5,1,1022.2,1545,1023.9,10,1.6,,,,,,,,,7.8,6.8,2.1,-.4,,,,,,,,,,,,,
90,2020-01-23,5.9,2.3,734,10.4,1253,,,,,,,4.5,290,2216,2.5,290,425,1.4,1201,-2.8,40,2232,54.3,5,1020.5,1024.2,2357,1021,1418,1022.7,10,8.9,,,,,,,,,2.6,1.6,3.7,-.1,,,,,,,,,,,,,
90,2020-01-24,4,2,1242,6.4,37,,,,,,7,7.4,360,326,3.7,340,315,1.4,1186,-.8,40,104,74.3,6,1028.6,1032.6,1846,1024.2,1,1030.8,10,.2,,,,,,,,,6.9,5.9,2.1,-1.9,,,,,,,,,,,,,
90,2020-01-25,4.7,.9,356,7.7,1246,,,,,,,6,340,1538,3.5,340,1544,1.6,1417,1.2,70,1413,79,6.7,1027.6,1031.7,1,1028.4,1426,1029.8,10,4.1,,,,,,,,,7.6,6,3.7,-.8,,,,,,,,,,,,,
90,2020-01-26,5.1,3.3,704,6.7,1817,,,,,,6.9,8.9,110,2103,5.4,110,1832,2.4,2099,.7,56,2330,74.1,6.5,1027.8,1031.5,1851,1028.7,437,1030,10.1,.7,,,,,,,,,7.9,6.5,3.6,.6,,,,,,,,,,,,,
90,2020-01-27,6.4,5.1,110,7.2,2316,,,,,,,9.7,20,2222,5.8,50,2227,4.2,3607,-.5,52,240,61.8,5.9,1022.7,1030.5,9,1021.5,2317,1024.9,10.1,0,,,,,,,,,10,6.1,4.1,3.4,,,,,,,,,,,,,
90,2020-01-28,6.7,4,2352,8.2,1236,,,,,,,9.4,20,49,5.3,50,57,3.8,3293,.7,55,1926,66.4,6.5,1018.2,1021.7,3,1019.3,1403,1020.4,10.1,.3,,,,,,,,,9.8,7.3,5.5,3.4,,,,,,,,,,,,,
90,2020-01-29,5.8,3.7,226,9,1436,,,,,,.6,9.6,360,1609,5.8,50,1458,2.4,2111,-.4,42,1130,65,6,1014.9,1019.8,29,1015.7,1440,1017.1,10.2,1.6,,,,,,,,,8,7.1,5.2,2.9,,,,,,,,,,,,,
90,2020-01-30,2.5,.1,2250,6.2,330,,,,,,10.1,9.1,70,619,5.8,50,448,2.3,1997,0,56,26,85.3,6.2,1014.2,1018.4,2338,1014.3,433,1016.4,10.2,0,,,,,,,,,9.6,7.8,2.9,-.6,,,,,,,,,,,,,
90,2020-01-31,2.1,-1.1,652,6.7,1319,,,,,,.4,4.7,70,1455,2.5,50,1239,1,890,-.9,59,1043,81.1,5.7,1016.7,1020.2,2219,1017.7,114,1018.9,10.2,5.6,,,,,,,,,3.4,1.1,2.3,-1.8,,,,,,,,,,,,,
90,2020-02-01,4.4,.3,34,8.2,1434,,,,,,,7.1,290,1608,3.5,270,1539,1.2,1079,-6.4,33,1144,46,3.8,1019.2,1023.3,2355,1019.8,131,1021.4,10.3,9.4,,,,,,,,,0,0,2.9,-2.6,,,,,,,,,,,,,
90,2020-02-02,3.8,-.7,405,8,1255,,,,,,,9.1,290,1939,5.1,270,1948,1.5,1257,-7.9,25,1157,43.6,3.4,1020.6,1025.1,919,1020.7,1940,1022.8,10.3,7.4,,,,,,,,,5.5,2.3,2.7,-3.1,,,,,,,,,,,,,
90,2020-02-03,1.7,-.7,741,5.2,1539,,,,,,,13.2,290,520,5.5,290,521,2.4,2112,-14.7,15,1518,30.5,2.1,1021.4,1026.2,2359,1021,155,1023.6,10.3,9.6,,,,,,,,,.6,.6,2,-3.2,,,,,,,,,,,,,
90,2020-02-04,1.5,-2.5,739,5.5,1525,,,,,,,13.2,290,2345,5.5,290,1232,2.4,2090,-13,20,244,34.6,2.4,1020.7,1027.1,827,1019.5,1811,1022.9,10.4,8.6,,,,,,,,,2.9,1.6,.9,-5,,,,,,,,,,,,,
90,2020-02-05,-4,-6.9,2354,0,1,,,,,,,9.5,290,23,4.3,290,559,2.2,1867,-20.9,16,1051,26.3,1.2,1025.6,1032.2,2346,1021.3,1,1027.9,10.4,9.7,,,,,,,,,1,0,-.8,-6.9,,,,,,,,,,,,,
90,2020-02-06,-4,-8.2,53,.5,1432,,,,,,,7.3,360,1024,3.9,340,1026,2,1698,-11.2,34,155,58.5,2.8,1030.3,1035.1,1056,1029.2,2355,1032.6,10.4,7.4,,,,,,,,,4,2.5,-1.8,-7.7,,,,,,,,,,,,,
90,2020-02-07,1.1,-5.9,122,5.3,1457,,,,,,,14.2,290,1008,6.8,290,933,2.6,2204,-13.3,14,656,34,2.3,1022.2,1029.2,1,1022.3,1503,1024.5,10.5,8.8,,,,,,,,,.1,0,.1,-5.9,,,,,,,,,,,,,
90,2020-02-08,1.1,-1.7,2326,4.4,1413,,,,,,2.6,10.3,270,434,5.7,360,1541,2.4,2056,-7.6,29,1309,54.4,3.5,1022.7,1027.6,2330,1022.7,254,1024.9,10.5,8.8,,,,,,,,,3.6,1.9,.6,-4.9,,,,,,,,,,,,,
90,2020-02-09,1.8,-3.4,618,6.5,1519,,,,,,,10.4,270,1658,4.7,290,1545,2,1705,-10.2,21,1506,42.6,2.9,1019.6,1027.6,1,1016.9,2222,1021.8,10.5,9.7,,,,,,,,,2.3,1.9,2.1,-4,,,,,,,,,,,,,
90,2020-02-10,4,-.1,2354,8.1,1302,,,,,,,11.5,270,145,5.4,270,151,1.5,1339,-6.7,30,1042,46.6,3.7,1019.8,1026.4,2356,1017.5,215,1022,10.6,9.9,,,,,,,,,.1,0,3,-3.3,,,,,,,,,,,,,
90,2020-02-11,7,.1,146,12.6,1415,,,,,,,7.3,140,1321,4.9,140,1329,1.8,1594,-2.9,29,1036,50,5.2,1023.3,1028.2,815,1023.1,2310,1025.5,10.6,9.6,,,,,,,,,2.5,1.1,3.9,-2.3,,,,,,,,,,,,,
90,2020-02-12,9,5,106,11.7,1104,,,,,,2,5.8,160,1504,3.9,140,1439,1,906,2.3,36,440,65,7.4,1014.1,1023,1,1012,1944,1016.2,10.7,0,,,,,,,,,8.6,3.6,5.5,1.2,,,,,,,,,,,,,
90,2020-02-13,10.3,5.8,2339,16.1,1508,,,,,,0,9.3,270,1417,5.2,290,1410,1.6,1362,2.2,29,1348,61.5,7.4,1013.3,1018.1,2341,1012.2,1,1015.4,10.7,10,,,,,,,,,1.9,.6,8.1,2.2,,,,,,,,,,,,,
90,2020-02-14,9.9,6,530,13.7,1222,,,,,,,7,340,1623,4.7,360,1639,1.6,1352,3.9,45,1222,67.5,8.2,1018.4,1025,2235,1017.2,357,1020.5,10.7,8.7,,,,,,,,,6.3,4.8,8.1,1.5,,,,,,,,,,,,,
90,2020-02-15,8.4,4,2351,10.5,1521,,,,,,1.5,10.7,110,642,7.9,110,642,3.9,3348,6.1,77,1,85.8,9.5,1017.7,1025.4,52,1014.5,2354,1019.8,10.8,0,,,,,,,,,9.3,9.3,7.9,4,,,,,,,,,,,,,
90,2020-02-16,2.1,-1.2,2400,5.7,1301,,,,,,6.1,14.6,270,1411,8.4,270,1447,3.3,2815,-4.3,36,1531,65.4,4.8,1006.4,1014.5,1,1004.6,1430,1008.6,10.8,5.1,,,,,,,,,8.9,4.8,4.6,-1.2,,,,,,,,,,,,,
90,2020-02-17,-2.8,-5.2,2400,-.2,1443,,,,,,,9.7,270,200,4.9,270,147,2.7,2331,-13.1,40,1433,44.8,2.3,1009.8,1017.5,2336,1009.6,20,1012,10.8,.7,,,,,,,,,5.9,4.4,.4,-4.2,,,,,,,,,,,,,
90,2020-02-18,0,-6.1,513,5.4,1531,,,,,,,6.1,270,853,3.3,290,855,1.6,1346,-12.9,22,1223,38.5,2.3,1019.8,1024.2,2301,1017.5,1,1022.1,10.9,10.2,,,,,,,,,.4,0,1.4,-5.6,,,,,,,,,,,,,
90,2020-02-19,3.5,-.8,541,7.6,1330,,,,,,,5.4,290,348,2.4,290,351,1.3,1125,-8,32,1129,43,3.4,1025.3,1029.1,2231,1024.1,1,1027.5,10.9,9.5,,,,,,,,,4.3,.5,3.3,-3.5,,,,,,,,,,,,,
90,2020-02-20,5.8,1.3,708,10,1330,,,,,,,4.6,360,241,2.9,290,528,1.3,1092,-4.3,30,1129,48.8,4.5,1029.9,1033.8,2240,1029,1,1032.1,11,9.7,,,,,,,,,.8,.8,4.4,-1.6,,,,,,,,,,,,,
90,2020-02-21,8.4,2.1,302,13.4,1454,,,,,,0,8.1,200,2130,3.8,180,1457,1.3,1096,-2.4,25,1459,48.4,5.2,1025.5,1033.5,13,1020.1,2355,1027.7,11,1.1,,,,,,,,,8.5,6.8,5.7,.1,,,,,,,,,,,,,
90,2020-02-22,6,.9,2357,8.9,20,,,,,,0,16.5,290,1200,7.4,270,1325,3.7,3154,-6.7,27,2005,40.8,3.9,1017.3,1025.1,2341,1016.2,351,1019.5,11,9.4,,,,,,,,,1.6,1.1,5.5,-1.5,,,,,,,,,,,,,
90,2020-02-23,5.6,.2,704,10.5,1316,,,,,,,9,270,2143,4.4,270,1747,2,1695,-13.1,14,2358,25.8,2.3,1022.2,1027.2,941,1021.8,2356,1024.4,11.1,10.3,,,,,,,,,.1,0,3.9,-3.8,,,,,,,,,,,,,
90,2020-02-24,9.6,5.6,517,12.7,1407,,,,,,,13.8,290,905,7.5,290,911,2.6,2232,-2.8,14,18,43.4,5.3,1019,1022.8,915,1019.5,1516,1021.1,11.1,8.2,,,,,,,,,5.4,2.3,7.7,2.8,,,,,,,,,,,,,
90,2020-02-25,6.3,4.6,1005,10.8,301,,,,,,24.1,9.8,50,1532,5.9,70,1624,1.9,1663,3.1,35,37,82,7.7,1019.2,1023.7,2232,1019.4,1336,1021.4,11.2,0,,,,,,,,,9.8,9.3,6.2,4.1,,,,,,,,,,,,,
90,2020-02-26,2.7,.4,1845,5.2,1,,,,,,17.5,4.5,270,1747,2.4,270,104,1.1,925,1.6,77,3,92.9,6.9,1023.2,1028.7,2305,1023,358,1025.4,11.2,0,,,,,,,,,9.3,9.3,4.1,.1,,,,,,,,,,,,,
90,2020-02-27,2.9,0,2354,7.6,1419,,,,,,2,5.3,90,1201,2.9,70,1121,1.2,1008,-.1,51,1424,81.6,6.1,1026.8,1030.9,949,1026.8,2358,1029,11.2,4.4,,,,,,,,,6.9,5.3,5.3,-.4,,,,,,,,,,,,,
90,2020-02-28,5.2,-.3,159,9.3,1458,,,,,,,7.9,270,2353,3.2,360,2242,1,825,-.1,47,1526,69.6,6.1,1018.8,1026.8,1,1016.8,2357,1021,11.3,0,,,,,,,,,8.5,5.8,4.8,-.5,,,,,,,,,,,,,
90,2020-02-29,6.6,2.3,2355,9.1,1145,,,,,,,11.6,290,257,5.6,290,221,1.9,1650,.3,46,1536,64.6,6.3,1015.7,1019.2,2144,1016,326,1017.8,11.3,7.9,,,,,,,,,2.5,1,7,.7,,,,,,,,,,,,,
90,2020-03-01,6.8,2.1,442,12.1,1257,,,,,,1.3,9.3,140,1422,5.7,160,1426,1.9,1644,3.2,58,1300,78.5,7.8,1015.1,1019.4,850,1015.2,2321,1017.2,11.4,5.6,,,,,,,,,6,3.8,6.1,.3,,,,,,,,,,,,,
90,2020-03-02,4.4,1.4,2329,7.1,1150,,,,,,.6,11.1,290,710,6.7,360,1320,2.5,2145,-1.8,39,950,66.5,5.5,1019.6,1026.9,2258,1015.2,1,1021.8,11.4,4.9,,,,,,,,,4.8,3.5,4.9,.7,,,,,,,,,,,,,
90,2020-03-03,6,-.6,619,10.5,1259,,,,,,0,11.2,160,1725,6.6,140,1451,2.4,2068,1.6,54,1215,74.3,6.9,1021.1,1027.1,213,1018.9,2340,1023.3,11.4,6.8,,,,,,,,,6.1,5.1,5.6,-.8,,,,,,,,,,,,,
90,2020-03-04,4.6,1.5,2331,8.5,1323,,,,,,,15.7,290,1336,7,290,1833,3.4,2948,-8.2,22,1329,39.4,3.3,1015.2,1019.7,2352,1014.1,1707,1017.4,11.5,10,,,,,,,,,3.6,3.3,5.8,-.2,,,,,,,,,,,,,
90,2020-03-05,2.9,-1.8,621,7.3,1157,,,,,,,6,270,13,3.3,270,13,1.4,1190,-7.5,29,1057,47,3.5,1019.8,1023.7,951,1019.7,1,1022,11.5,10.6,,,,,,,,,.1,0,4.3,-3.4,,,,,,,,,,,,,
90,2020-03-06,5.2,-1,337,10.9,1309,,,,,,,7.1,140,1452,4.7,140,1455,1.7,1468,-6.8,22,1200,43.5,3.8,1018.4,1022.1,228,1018.5,1438,1020.6,11.6,10.7,,,,,,,,,1.4,0,4.7,-3.4,,,,,,,,,,,,,
90,2020-03-07,6,1.8,645,9.9,1327,,,,,,,4.5,360,1132,3,50,1421,1.6,1372,-.3,45,847,65.4,6.2,1016.3,1020.1,23,1016.8,1513,1018.5,11.6,4.6,,,,,,,,,4.9,3.3,6.9,-.9,,,,,,,,,,,,,
90,2020-03-08,7.6,2.2,710,13.2,1342,,,,,,,8.4,160,1558,5.5,160,1543,2.1,1824,3.6,63,1456,76.8,8,1016.5,1020.8,807,1017,1718,1018.6,11.6,10.2,,,,,,,,,.9,0,8.8,.5,,,,,,,,,,,,,
90,2020-03-09,9.2,3,324,13.6,1304,,,,,,,5.2,140,1350,3.7,140,1352,1.2,1008,4.9,52,911,75.6,8.9,1012.5,1017.6,156,1012.5,1445,1014.6,11.7,7.2,,,,,,,,,6,3.3,9.1,.4,,,,,,,,,,,,,
90,2020-03-10,7.6,5,2205,10.1,250,,,,,,20.7,8.2,270,2257,5.6,50,1329,2.2,1935,5.3,56,2350,86.3,9,1004.4,1012.6,1,1004.2,1442,1006.6,11.7,0,,,,,,,,,8.9,6.8,8.2,4,,,,,,,,,,,,,
90,2020-03-11,6.3,2.2,518,10.5,1449,,,,,,,11.3,290,1503,5.6,290,1512,2.6,2222,-8.9,19,1732,35,3.2,1011.3,1018.4,2359,1006.2,10,1013.5,11.8,10.9,,,,,,,,,.1,0,5.9,-.4,,,,,,,,,,,,,
90,2020-03-12,10.8,4.1,217,17,1526,,,,,,,13.7,270,1649,5.8,230,1808,2.6,2225,-7,17,856,28.6,3.8,1014.6,1019.4,240,1013.1,1521,1016.7,11.8,9.9,,,,,,,,,.5,.3,7.8,-.4,,,,,,,,,,,,,
90,2020-03-13,6.8,.7,2255,11.9,1011,,,,,,0,11.2,290,16,6.7,20,1443,2.6,2215,-4.8,11,951,45.3,4.5,1016.5,1019.9,917,1015.5,22,1018.7,11.9,7.9,,,,,,,,,4.3,2.5,7.3,-1.4,,,,,,,,,,,,,
90,2020-03-14,5.6,-.6,532,11.7,1427,,,,,,0,10,270,1334,5.4,290,1524,2.3,2026,-10,15,1336,33.1,3,1010.1,1018.4,1,1008.3,1604,1012.3,11.9,10.5,,,,,,,,,2.4,2.3,6.3,-2.9,,,,,,,,,,,,,
90,2020-03-15,4.8,.5,2205,9,1154,,,,,,3.4,13,20,2106,8.1,360,1625,4,3431,-6,22,1155,47.5,4,1007.2,1016.8,2352,1005.9,1359,1009.3,11.9,6.5,,,,,,,,,7.1,4.9,5.4,0,,,,,,,,,,,,,
90,2020-03-16,5.1,0,723,8.7,1405,,,,,,1.2,13.9,20,107,6.6,340,123,3.1,2642,-4.8,19,2157,53,4.5,1016.7,1022.7,853,1015.2,2249,1018.9,12,10.6,,,,,,,,,2.5,1.8,5.6,.5,,,,,,,,,,,,,
90,2020-03-17,8.6,4,228,11.8,1541,,,,,,0,15.7,270,1323,8.2,270,1254,3.6,3096,-1.5,22,15,49.5,5.6,1009.6,1015.9,1,1008.8,1230,1011.7,12,9.7,,,,,,,,,2.3,.1,7.9,1,,,,,,,,,,,,,
90,2020-03-18,12.9,5.5,655,18.3,1335,,,,,,,9.1,180,1244,3.8,230,2002,1.8,1535,-2.4,18,1334,36.3,5.3,1008,1014.2,832,1005.2,2355,1010.1,12.1,11.1,,,,,,,,,1.1,1.1,11.6,.3,,,,,,,,,,,,,
90,2020-03-19,11.6,6.9,2338,17.1,727,,,,,,.3,19.8,290,1414,8.7,270,2200,4.6,3989,-3.5,20,147,35,5,997.6,1006,2359,994,1110,999.7,12.1,7.9,,,,,,,,,3.5,1,9.8,5.1,,,,,,,,,,,,,
90,2020-03-20,11.3,5.6,627,17.4,1411,,,,,,,15.7,290,1429,6.6,270,138,3.2,2722,-8.4,14,1930,25.4,3.3,1007.1,1011.6,908,1005.9,3,1009.2,12.2,10.9,,,,,,,,,2.9,.8,10.6,1.9,,,,,,,,,,,,,
90,2020-03-21,12.2,8.7,2322,17.5,1318,,,,,,3.8,12.9,250,636,5.9,290,639,3.1,2643,3.2,20,19,57.1,8,1007,1010.9,719,1006.9,1639,1009.1,12.2,10.2,,,,,,,,,4.3,1.9,13.4,5.8,,,,,,,,,,,,,
90,2020-03-22,9.5,4.9,2307,13,1344,,,,,,,10,340,226,6.3,360,146,2.5,2202,-1.5,30,824,47.3,5.6,1011.7,1016.4,2337,1008.9,3,1013.8,12.2,10.6,,,,,,,,,1,.9,11.4,3.5,,,,,,,,,,,,,
90,2020-03-23,8.5,3.9,2324,12.9,959,,,,,,,8.4,290,859,5.1,20,1107,1.9,1612,-1.2,28,903,51.8,5.7,1014.5,1018.7,2400,1014.8,540,1016.7,12.3,10.1,,,,,,,,,1.1,.8,10.4,.8,,,,,,,,,,,,,
90,2020-03-24,8.3,3.2,203,13.3,1211,,,,,,,6.7,160,1828,4.6,140,1742,2.1,1814,2,50,745,65.4,7.2,1018.9,1022.6,935,1018.7,1,1021,12.3,6.8,,,,,,,,,2.6,1.6,9.7,-.7,,,,,,,,,,,,,
90,2020-03-25,9.3,4,212,13.7,1453,,,,,,,5.6,140,1519,3.6,140,1528,1.4,1174,5.6,67,1003,78.5,9.2,1017.2,1021,730,1017.5,2400,1019.3,12.3,8.9,,,,,,,,,3.3,.4,12.1,1.6,,,,,,,,,,,,,
90,2020-03-26,13.2,6.8,302,19.3,1355,,,,,,,7,140,1424,4.7,140,1430,1.5,1326,6,31,1648,62.9,9.5,1012.1,1017.7,26,1010.1,2358,1014.3,12.4,9.1,,,,,,,,,4,1.9,15,3.7,,,,,,,,,,,,,
90,2020-03-27,8.1,4.1,2354,14.1,338,,,,,,6.7,8.5,70,926,5.8,70,927,1.9,1613,6.5,67,338,90.3,9.9,1011.6,1018.3,2337,1008.7,350,1013.8,12.4,0,,,,,,,,,8.4,6.4,10,2.3,,,,,,,,,,,,,
90,2020-03-28,5.2,.3,2338,7.9,1447,,,,,,,10.1,20,1155,6.4,340,913,2.6,2272,-5.5,31,1449,47.9,4.2,1019.7,1023.9,921,1018.1,1,1021.9,12.5,11.5,,,,,,,,,4.4,2.3,8.6,-2.4,,,,,,,,,,,,,
90,2020-03-29,6.6,.4,1,11.2,1307,,,,,,0,8.8,160,1717,5.5,140,1502,2.3,1984,.5,49,117,66,6.4,1020.3,1025.2,914,1020.5,1901,1022.5,12.5,9,,,,,,,,,2.8,1.5,9.6,-2.7,,,,,,,,,,,,,
