지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
90,2019-08-11,25.9,23.7,203,28.7,1109,,0,,0,,0,7.6,110,1747,5.1,110,1748,2.3,1990,24.4,83,1111,91.9,30.6,1004.4,1009.4,1,1004.6,2357,1006.4,13.8,1.8,,,,,,,,,7.4,6.8,28,23,,,,,,,,,,,,,
90,2019-08-12,24.8,21.5,1729,26.7,1410,,.7,349,.9,334,2.3,7.4,160,346,4.7,140,347,2,1697,24,90,1248,95.3,29.8,1000,1004.5,1,1001,1549,1002,13.8,.1,,,,,,,,,8.6,6.1,27,22.9,,,,,,,,,,,,,
90,2019-08-13,24.5,22.8,437,26.3,1438,,,,,,,6.4,360,114,4.6,360,114,2.2,1897,22.8,84,1442,90.8,27.7,1002.9,1006.4,2142,1003.4,56,1004.9,13.8,6.2,,,,,,,,,5,4.8,28.3,22.1,,,,,,,,,,,,,
90,2019-08-14,25.1,23.6,454,27.3,1326,,,,,,,4,360,1429,3.1,360,1350,1.4,1228,23.9,85,1310,93,29.6,1001.2,1006,1,1000.7,2358,1003.2,13.7,3.5,,,,,,,,,7.3,7.1,29.7,23.7,,,,,,,,,,,,,
90,2019-08-15,23,21.7,2256,25.3,1,,10.8,1359,37,1349,203.7,12.8,340,1239,7.2,360,1206,2.9,2492,22.5,94,8,97.1,27.3,992.6,1000.7,1,990.7,2253,994.6,13.7,0,,,,,,,,,9.4,7.5,24.2,21.2,,,,,,,,,,,,,
90,2019-08-16,25.8,21.2,329,31.9,1621,,.5,409,1.7,344,3.5,7.7,140,1443,4.1,140,1450,1.4,1230,21.8,53,1944,80.1,26.3,991,996.1,2336,990.9,108,993,13.6,10.3,,,,,,,,,3.6,1.1,27,20.9,,,,,,,,,,,,,
90,2019-08-17,28.1,25.6,2239,31.6,1237,,,,,,,10.9,270,914,4.3,290,453,1.8,1544,18.8,46,1239,57.8,21.8,997,1002.1,2358,996.1,1,999,13.6,7.9,,,,,,,,,5.3,3.4,26.5,21.1,,,,,,,,,,,,,
90,2019-08-18,25.6,21.8,2355,29.3,1142,,,,,,,7.5,160,1552,4.7,160,1645,1.9,1616,17.4,42,936,61.6,20,1003.6,1007.9,2330,1002,1,1005.6,13.6,12.9,,,,,,,,,3.4,0,26.9,18.2,,,,,,,,,,,,,
90,2019-08-19,23.8,20.6,449,27,1056,,,,,,,6.3,20,1346,3.7,340,1452,1.5,1272,20.2,64,812,80.8,23.8,1008.7,1012.3,2338,1007.9,1,1010.7,13.5,12,,,,,,,,,4.3,.1,27.7,18.8,,,,,,,,,,,,,
90,2019-08-20,24.7,21,519,28.4,1313,,.5,2101,.8,2103,.8,5.8,140,2138,3.9,140,1326,2,1704,21.2,69,1406,81.3,25.2,1009.8,1012.8,1133,1010.6,2341,1011.8,13.5,9.8,,,,,,,,,4.9,3.3,28.7,19.6,,,,,,,,,,,,,
90,2019-08-21,24.1,20.7,445,27.5,1201,,.3,1645,.4,1601,.4,5,140,1129,3.4,140,1121,1.1,988,21.7,71,924,87.4,26.1,1006.4,1010.6,1,1007.4,1807,1008.4,13.5,3.4,,,,,,,,,8.4,4.4,26.3,20.2,,,,,,,,,,,,,
90,2019-08-22,26,22.4,611,29.3,1513,,,,,,,3.9,110,1311,2.8,110,1317,1.2,1022,19.9,55,1123,69.4,23.2,1003.2,1007.5,9,1003.9,1510,1005.2,13.4,11,,,,,,,,,7.6,4.4,30.1,19.8,,,,,,,,,,,,,
90,2019-08-23,25.7,22.4,627,30.4,1338,,,,,,,6.2,270,1154,3.6,290,1221,1.4,1197,16.3,35,1124,57,18.6,1004.5,1007.8,2213,1005.3,20,1006.5,13.4,11.5,,,,,,,,,2.9,1,29.6,18.5,,,,,,,,,,,,,
90,2019-08-24,24.4,21.3,2332,28.2,1159,,,,,,,4.8,50,1236,3.2,20,1238,1.3,1138,18.2,49,1054,69.5,21.1,1007.3,1011,2221,1007.3,322,1009.3,13.3,5.5,,,,,,,,,5.6,3.4,27.5,18.1,,,,,,,,,,,,,
90,2019-08-25,22.9,20.3,313,27.6,1227,,6.8,1751,20.5,1713,24.2,5,50,1319,3.3,110,1506,1.5,1293,20.4,66,1126,86.6,24,1010.5,1013.2,1032,1010.6,145,1012.5,13.3,7.7,,,,,,,,,5,1.5,27.5,19,,,,,,,,,,,,,
90,2019-08-26,24,19.6,523,27.3,1433,,,,,,,3.7,140,1137,2.6,140,1633,1.3,1165,20.9,71,1634,83.9,24.8,1010.3,1013.8,801,1010.9,2358,1012.3,13.3,9,,,,,,,,,4.9,1.5,26.6,19,,,,,,,,,,,,,
90,2019-08-27,23.9,20.6,2241,28.1,1444,,0,,0,,0,8,160,1538,4.9,160,1538,1.5,1254,19.8,57,1440,79.1,23.2,1005.7,1010.9,1,1006.2,1423,1007.7,13.2,5.7,,,,,,,,,7.4,3,26.5,19.5,,,,,,,,,,,,,
90,2019-08-28,24.8,20.1,50,28.8,1600,,,,,,,6.7,160,1533,4.5,140,1539,1.8,1513,19.4,57,2249,72.6,22.6,1003.3,1006.9,940,1003.2,1726,1005.3,13.2,7.5,,,,,,,,,4.9,.9,26.8,19.2,,,,,,,,,,,,,
90,2019-08-29,24.2,21.3,2216,27.4,1715,,.3,1304,.3,1214,.3,6.9,160,1646,4.7,160,1652,1.1,988,16.9,48,1717,63.9,19.3,1002.6,1005.6,850,1002.7,1656,1004.6,13.2,2.8,,,,,,,,,6.3,3,23.8,18.3,,,,,,,,,,,,,
90,2019-08-30,24.9,21,614,29.2,1328,,,,,,,10.6,290,906,4.3,270,1406,2.4,2072,14,38,1341,51.4,16,1004,1008.5,2307,1004.2,434,1006,13.1,11.1,,,,,,,,,1.9,.4,26.3,17.4,,,,,,,,,,,,,
90,2019-08-31,23.8,19.3,2348,29.5,1304,,,,,,,7.8,290,34,4.3,290,34,1.6,1422,15.6,39,1323,61.5,17.8,1009.8,1014.7,2344,1008.1,137,1011.8,13.1,11.6,,,,,,,,,1,.3,27.5,17.1,,,,,,,,,,,,,
90,2019-09-01,23.3,19.1,208,27.3,1107,,,,,,,4,140,1537,2.7,140,1539,1.2,1069,17.3,55,1201,69.9,19.9,1014.5,1017.5,954,1014.6,11,1016.5,13,8.4,,,,,,,,,6,4.1,25.8,16.7,,,,,,,,,,,,,
90,2019-09-02,23.8,19.7,221,28.8,1342,,,,,,,4.7,140,1347,3.5,140,1352,1.2,1046,16.5,44,1026,64.1,18.9,1014.5,1017.4,705,1015.3,1641,1016.5,13,8.8,,,,,,,,,6.1,2.9,27.1,16.4,,,,,,,,,,,,,
90,2019-09-03,22,20.2,2146,27.3,1402,,.4,2126,1.1,2126,1.4,6.1,140,1451,3.9,160,1547,1.3,1156,18.3,61,1353,80.3,21.1,1015.1,1018.1,954,1016,311,1017.1,13,.6,,,,,,,,,9.9,6.1,24.4,19.2,,,,,,,,,,,,,
90,2019-09-04,21.6,20.1,154,23.2,1318,,2.7,1532,9.4,847,29.3,3.8,20,2358,2.2,20,2400,.7,625,21,92,1417,96.6,24.9,1012.7,1017.6,1,1012.3,2226,1014.8,12.9,0,,,,,,,,,9.5,7.3,23.2,20.4,,,,,,,,,,,,,
90,2019-09-05,23.1,21.6,329,26.6,1359,,3.3,1901,12.8,1824,41.1,3.6,20,1216,2.8,360,1208,.9,759,22,81,1017,94,26.4,1010.8,1014.3,917,1011.2,2345,1012.8,12.9,2.5,,,,,,,,,9.4,4.5,25.1,21.4,,,,,,,,,,,,,
90,2019-09-06,23.4,21.2,456,26.6,1334,,.1,,.3,201,.7,3.5,340,1609,2.7,20,1303,1,872,21.7,78,1336,90.8,25.9,1009.1,1012.1,955,1010.2,2357,1011.1,12.8,2.7,,,,,,,,,9.7,,25.3,21.1,,,,,,,,,,,,,
90,2019-09-07,26.7,22.3,158,32.3,1804,,0,,0,,0,18.1,180,1541,9.9,160,1230,4.1,3528,21.5,48,1804,75.8,25.8,997.9,1010.2,1,992.3,1554,999.9,12.8,1.9,,,,,,,,,8.7,6.3,26.1,21.9,,,,,,,,,,,,,
90,2019-09-08,26.3,23,1120,29.9,1601,,,,,,,12.4,270,417,4.5,270,233,1.8,1525,18.8,50,146,64,21.8,1003.4,1008.3,2234,999.5,2,1005.4,12.8,2.5,,,,,,,,,10,6.3,25.2,22.3,,,,,,,,,,,,,
90,2019-09-09,24.4,22.9,501,28,1412,,.2,,.4,938,.4,5,160,1630,3.4,160,1624,.9,776,20.6,65,1417,79.9,24.3,1007.9,1011.5,2221,1007.8,257,1009.9,12.7,3.9,,,,,,,,,9.4,6.5,26.2,21.9,,,,,,,,,,,,,
90,2019-09-10,21,19.7,2004,23.3,32,,2.3,2308,10.5,2258,50.4,6.8,340,917,4.3,360,912,1,891,20.2,90,1,95.4,23.7,1012.2,1015.9,2312,1011,55,1014.2,12.7,0,,,,,,,,,9.8,6.8,22.8,19.9,,,,,,,,,,,,,
90,2019-09-11,19.6,18.7,1630,20.7,1035,,2.6,144,8.2,115,27.1,7.6,50,941,4.6,50,1059,1.7,1427,18.9,89,1205,95.9,21.8,1016.2,1021.1,2156,1014.8,232,1018.2,12.6,0,,,,,,,,,,,21.3,18.6,,,,,,,,,,,,,
90,2019-09-12,20,17.9,2358,23.9,1233,,0,,0,,0,4.3,140,1239,2.5,160,1032,1.2,1016,16.3,61,1241,80,18.5,1017.4,1021.5,900,1017.6,2349,1019.4,12.6,2.2,,,,,,,,,8.3,4.4,21.7,16,,,,,,,,,,,,,
90,2019-09-13,20,15.2,538,24.7,1326,,,,,,,6.6,140,1555,4.1,140,1458,1.5,1339,16,63,1448,78.6,18.2,1013.3,1017.7,1,1013.1,2357,1015.4,12.6,9.7,,,,,,,,,4.6,1.9,22.4,13.8,,,,,,,,,,,,,
90,2019-09-14,21.4,17.8,37,25,1533,,,,,,,6.8,360,2335,4.1,360,2341,1.1,959,18.3,70,2006,83.3,21.1,1008.6,1013.1,1,1008.1,1542,1010.6,12.5,2.7,,,,,,,,,8.1,6.1,22,16.9,,,,,,,,,,,,,
90,2019-09-15,20.1,16.2,2151,22.8,1546,,0,,0,,0,7.2,50,844,4,20,848,1.6,1418,16.5,59,1354,80.8,18.9,1011,1014.9,944,1011.8,9,1013,12.5,1.4,,,,,,,,,7.4,6.5,21.3,15.4,,,,,,,,,,,,,
90,2019-09-16,19.6,15.8,123,24.1,1250,,,,,,,3.6,20,1105,2.7,20,1107,1.4,1209,15.7,61,1420,79,17.9,1010.7,1015.2,2350,1011.1,257,1012.8,12.4,8.7,,,,,,,,,4,3.3,23.8,14.8,,,,,,,,,,,,,
90,2019-09-17,20.3,16.1,21,24.3,1543,,,,,,,4.4,140,1616,2.9,110,1510,1.7,1454,16.3,65,1453,78.6,18.6,1013.9,1018.1,935,1013.9,2341,1015.9,12.4,9.5,,,,,,,,,5.6,3.9,24.1,15,,,,,,,,,,,,,
90,2019-09-18,20.5,17.3,2228,25.5,1011,,,,,,,9.5,360,1049,5.7,20,1055,1.6,1423,12.9,41,1550,63.4,15,1014,1019.3,2241,1012.3,445,1016.1,12.4,10.1,,,,,,,,,4.6,4.3,23.3,14.2,,,,,,,,,,,,,
90,2019-09-19,19.3,15.2,2324,23.9,1259,,,,,,,5.8,160,347,3.6,140,353,1.6,1352,13.6,54,1253,70.8,15.7,1016.1,1020.6,634,1015.8,1834,1018.2,12.3,7.7,,,,,,,,,5.9,4.5,22.3,13.8,,,,,,,,,,,,,
90,2019-09-20,19.3,15.7,19,22.9,1149,,,,,,,3.3,20,1327,2.5,290,125,1.3,1130,13.1,56,954,68.1,15.2,1016.9,1020.8,2333,1017,323,1019,12.3,.7,,,,,,,,,9.6,8.1,20.8,14.3,,,,,,,,,,,,,
90,2019-09-21,19,16.8,108,22,1156,,,,,,,7.9,160,1935,5.2,160,1936,1.7,1479,14,61,1836,73,16,1018.7,1022.7,2209,1019.2,1351,1020.8,12.2,0,,,,,,,,,10,5.5,19.7,16.3,,,,,,,,,,,,,
90,2019-09-22,16.3,15.3,1819,17.4,118,,1.8,1244,8.7,1246,58.8,10.8,50,2132,7.4,70,2136,3.2,2728,14.3,71,1,88.1,16.3,1016.9,1022.4,1,1014.6,2400,1019,12.2,0,,,,,,,,,10,,16.9,14.1,,,,,,,,,,,,,
90,2019-09-23,17,11.6,2355,20.6,1442,,.6,828,.7,801,.7,10.9,20,458,6.9,20,520,2.9,2468,11.6,48,1628,71.8,13.7,1012.9,1016.9,2153,1012.4,330,1014.9,12.1,4.2,,,,,,,,,1.9,0,17.9,9.8,,,,,,,,,,,,,
90,2019-09-24,17.9,11.9,43,23.7,1218,,,,,,,3.8,140,1629,2.7,140,1238,1.2,1013,12.9,57,1219,73.6,15,1015.3,1018.9,2358,1015.9,241,1017.4,12.1,11.3,,,,,,,,,0,0,19.7,9.1,,,,,,,,,,,,,
90,2019-09-25,19.4,14,414,23.2,923,,,,,,,3.5,20,1405,2.3,360,1340,1,895,15.3,54,835,78.3,17.6,1020.2,1024.5,2217,1018.8,227,1022.3,12.1,8.8,,,,,,,,,4.8,.3,20.8,11.7,,,,,,,,,,,,,
90,2019-09-26,19.5,15.4,549,24,1456,,,,,,,5,140,1357,3.4,140,1401,1.3,1136,16.5,67,1254,83.6,18.9,1022.3,1025.2,928,1023.5,442,1024.4,12,8,,,,,,,,,8.4,6,22.2,14.2,,,,,,,,,,,,,
90,2019-09-27,19.7,16.5,611,23,927,,,,,,,3.2,270,439,2.4,20,937,1.1,943,16.3,69,1326,80.9,18.6,1021.3,1025.4,915,1021.3,2400,1023.4,12,3.5,,,,,,,,,8.6,6.8,21.3,15.2,,,,,,,,,,,,,
90,2019-09-28,20.1,17.4,2356,24,1050,,,,,,,3.8,160,1644,2.5,160,1649,1.1,980,17.9,75,844,87.3,20.5,1016.1,1021.3,1,1016,1742,1018.1,12,3.2,,,,,,,,,4.4,3.3,21.4,15.4,,,,,,,,,,,,,
90,2019-09-29,20.9,15.9,604,26.9,1526,,,,,,,5.6,140,1413,3.6,160,1409,1.1,968,16.2,49,1527,75.1,18.6,1012.9,1016.3,118,1013.6,1543,1014.9,11.9,11.1,,,,,,,,,0,0,23.2,13,,,,,,,,,,,,,
90,2019-09-30,20.5,15.4,520,24.9,1432,,,,,,,4.1,20,1517,2.8,360,1103,1.2,1007,15,51,1013,72.3,17.4,1014.8,1018.3,2325,1015,1,1016.8,11.9,11.1,,,,,,,,,0,0,23.1,12.9,,,,,,,,,,,,,
90,2019-10-01,20.6,15.9,422,25,1112,,,,,,,3.7,110,1323,2.6,110,1324,1,825,18.1,70,1040,86.8,21,1016.8,1020.6,856,1017.6,256,1018.9,11.8,7.1,,,,,,,,,6,3.1,22.9,14.5,,,,,,,,,,,,,
90,2019-10-02,20.9,20,7,22.8,1106,,1.5,2317,7.7,2331,23.1,7.7,110,2216,5.2,110,2223,1.3,1100,19.8,86,1109,93.6,23,1012.9,1018.4,32,1009.8,2355,1014.9,11.8,0,,,,,,,,,9.7,9.5,21.3,18.9,,,,,,,,,,,,,
90,2019-10-03,20.6,19,2257,21.2,753,,4.2,516,13.7,431,78.8,15.6,340,820,10.2,360,926,4.2,3633,17.8,67,1930,85.1,20.5,1004.8,1011,2358,1003.6,820,1006.8,11.7,0,,,,,,,,,8.6,5.9,20,17.4,,,,,,,,,,,,,
90,2019-10-04,20.1,17.6,647,22,909,,,,,,,6,160,1819,3.8,160,1557,1.6,1385,17.3,74,5,84.1,19.7,1010.8,1014.3,1025,1011,1,1012.8,11.7,.4,,,,,,,,,8.1,5.8,20.8,16.7,,,,,,,,,,,,,
90,2019-10-05,14.9,12.5,1651,19.4,4,,4.9,855,19.5,837,46.4,10.4,50,1201,6.3,340,352,2.9,2493,13.3,78,2333,90.5,15.5,1016.8,1024.3,2335,1011.1,219,1018.9,11.7,0,,,,,,,,,9.6,7.5,16.1,12.4,,,,,,,,,,,,,
90,2019-10-06,14.6,11.5,303,18.7,1430,,,,,,,5.8,140,1632,3.4,140,1611,1.3,1101,9.5,51,1436,72.5,11.9,1022.8,1026.7,919,1023.3,2344,1024.9,11.6,.3,,,,,,,,,8.8,7,15.1,10.7,,,,,,,,,,,,,
90,2019-10-07,14.9,11.9,1,17.9,1211,,0,,0,,0,4,340,1656,1.9,340,1705,.9,795,11.5,63,1158,81,13.6,1015.4,1023.3,1,1013.7,2322,1017.5,11.6,.1,,,,,,,,,8.5,,15.7,11.5,,,,,,,,,,,,,
90,2019-10-08,16.8,11.4,2321,22.3,1325,,,,,,,11.2,360,1416,6.7,360,1554,2.5,2135,4.7,28,2244,45.8,8.9,1012.8,1018.6,2239,1011.9,452,1014.8,11.5,9.6,,,,,,,,,1.7,.3,15.9,7,,,,,,,,,,,,,
90,2019-10-09,15,8.6,435,20.6,1312,,,,,,,6.4,140,1315,4.2,140,1503,1.7,1431,4.1,29,123,50,8.5,1015,1019.8,737,1014.7,1733,1017.1,11.5,9.3,,,,,,,,,2.5,.3,15.2,5.8,,,,,,,,,,,,,
90,2019-10-10,16,10.9,246,20.7,1434,,,,,,,3.7,140,1404,2.6,290,512,.9,811,8.1,44,1423,60.1,10.9,1012.2,1015.8,1,1012.8,1437,1014.3,11.5,.3,,,,,,,,,9,7.3,15.6,8.4,,,,,,,,,,,,,
90,2019-10-11,18.4,12.9,555,21.4,1415,,,,,,,9.7,360,1143,6.9,360,1208,2.9,2506,12,48,459,67.1,14.5,1014.8,1019.8,2334,1013.8,258,1016.8,11.4,8.9,,,,,,,,,5.3,.9,18.4,9.2,,,,,,,,,,,,,
90,2019-10-12,17.4,15.7,2303,19.1,1,,,,,,,10,20,1423,6.3,50,1238,4.5,3905,10,54,542,62,12.3,1019.2,1022.6,2242,1019.5,132,1021.3,11.4,4.2,,,,,,,,,7,5.6,17.7,14.7,,,,,,,,,,,,,
90,2019-10-13,15.6,12.6,2134,18.8,1347,,,,,,,6.6,20,128,4.2,50,130,1.6,1413,8.9,54,1225,65.1,11.4,1021.8,1025.2,900,1022.4,1,1023.9,11.3,2.4,,,,,,,,,7,6.3,16.4,10.1,,,,,,,,,,,,,
90,2019-10-14,14.4,10.8,2352,21.4,1249,,2.1,1812,8.2,1749,23.8,11.3,340,1353,7.1,360,1339,2,1752,9.9,44,1251,76,12.2,1022.7,1030.7,2358,1021.5,641,1024.8,11.3,2.2,,,,,,,,,8,5.3,14.8,8.9,,,,,,,,,,,,,
90,2019-10-15,11.1,8.4,2143,15,1516,,1.2,326,3.7,351,12.7,5,160,1558,2.5,140,1600,1,846,8.8,64,1625,86.4,11.3,1027.5,1032.1,827,1027.4,2350,1029.7,11.3,3,,,,,,,,,5.5,4.5,13.9,6.8,,,,,,,,,,,,,
90,2019-10-16,14.3,8,205,20,1420,,,,,,,5.6,160,1605,3.6,140,1502,1.2,1027,7.7,38,1256,66.3,10.6,1022.6,1027.4,1,1022.8,1721,1024.8,11.2,10.4,,,,,,,,,,,14,5.9,,,,,,,,,,,,,
90,2019-10-17,15.4,12,2325,19.7,1350,,,,,,,4.2,140,1635,2.8,290,555,1.4,1175,8.5,44,1230,64.8,11.2,1023.2,1026.5,2256,1023.8,36,1025.3,11.2,4.4,,,,,,,,,6.9,5.4,15,10.2,,,,,,,,,,,,,
90,2019-10-18,16.1,11.2,208,18.9,1537,,.6,722,.6,632,.6,7.4,110,1531,4.5,140,1510,1.9,1599,11.5,57,1838,75.1,13.6,1021.8,1026.4,156,1021.7,2343,1023.9,11.1,0,,,,,,,,,8.4,6,14.7,9.1,,,,,,,,,,,,,
90,2019-10-19,15.3,11.8,2324,19,1006,,0,,0,,0,7.7,360,1309,5.4,360,1303,1.7,1453,12,63,1002,81.5,14.1,1018.7,1021.7,1,1020.1,1431,1020.8,11.1,9,,,,,,,,,4.4,2.3,16,10.1,,,,,,,,,,,,,
90,2019-10-20,16.4,10.8,451,22,1246,,,,,,,5.5,160,1451,3.9,160,1453,1.4,1234,10.9,53,1118,70.9,13.1,1018.5,1022.5,844,1019.3,1648,1020.6,11.1,10.2,,,,,,,,,.1,0,15.8,8.7,,,,,,,,,,,,,
90,2019-10-21,16.5,12.8,243,21,1348,,,,,,,3.6,250,133,2.3,270,115,1.3,1135,10.9,51,1025,70.4,13.2,1017,1020.6,916,1017.7,1600,1019.1,11,9.7,,,,,,,,,1.3,0,16.2,8.5,,,,,,,,,,,,,
90,2019-10-22,15.9,12.1,2338,19.1,1421,,,,,,,4.6,360,1129,2.9,360,1026,1.2,1017,12.4,67,1454,80,14.4,1016.9,1019.8,837,1018.2,1420,1019,11,.3,,,,,,,,,4.5,3.9,15.4,9.2,,,,,,,,,,,,,
90,2019-10-23,16.4,11.6,112,19.2,1353,,,,,,,4,360,1346,2.5,290,339,1.4,1232,12.1,64,1625,76.5,14.2,1018.5,1022.4,2120,1019,6,1020.6,10.9,.6,,,,,,,,,8.3,4.8,16,8.7,,,,,,,,,,,,,
90,2019-10-24,18,15.1,424,21.1,1326,,.1,,.1,,.1,7.8,20,2230,4.9,20,2235,2.1,1842,12.1,52,1331,68.9,14.1,1019.4,1023,917,1020.5,2400,1021.5,10.9,2.2,,,,,,,,,8,2.8,16.7,13.8,,,,,,,,,,,,,
90,2019-10-25,16.3,13.1,2207,19,1155,,,,,,,6,290,2355,4.2,360,1052,1.9,1657,9.9,52,1149,66.6,12.2,1014.8,1020.5,1,1013.8,2400,1016.9,10.9,5,,,,,,,,,7.1,3.4,16.4,11.6,,,,,,,,,,,,,
90,2019-10-26,13.5,9.1,2306,18,9,,,,,,,11,290,328,6.5,290,336,2.4,2046,3.7,34,1029,51.9,8,1013.1,1016.4,2122,1013.2,331,1015.2,10.8,9.6,,,,,,,,,2.4,1.9,14,5.4,,,,,,,,,,,,,
90,2019-10-27,13.1,8,658,18.2,1455,,,,,,,6.1,290,408,3.4,290,433,1.6,1417,.5,28,1016,43,6.4,1014.8,1018.4,938,1015.8,1715,1016.9,10.8,10.1,,,,,,,,,0,0,12.8,4.4,,,,,,,,,,,,,
90,2019-10-28,14.7,9.4,651,18.9,1310,,,,,,,6.5,270,1655,4.1,140,1326,1.6,1409,4.2,33,1700,50,8.3,1011.7,1017.4,54,1010,2259,1013.8,10.8,9.2,,,,,,,,,3.5,2,13.8,5.3,,,,,,,,,,,,,
90,2019-10-29,15.1,11.7,2347,18.7,1302,,,,,,,9.5,270,746,5.1,270,748,2.5,2194,2.2,30,1506,42.6,7.3,1010.9,1016.7,2349,1010.1,13,1013,10.7,9.5,,,,,,,,,1.1,0,15.3,6.7,,,,,,,,,,,,,
90,2019-10-30,13.6,6.5,700,19,1459,,,,,,,7.8,250,1626,4.4,270,1635,1.5,1287,.3,25,1529,40.6,6.3,1015.9,1019.6,850,1016.5,7,1018,10.7,10.1,,,,,,,,,0,0,13.1,2.1,,,,,,,,,,,,,
90,2019-10-31,18.1,12.8,236,21.2,1457,,,,,,,14.2,270,1111,8,270,1043,3.3,2844,5.1,30,26,43,8.9,1014.2,1017.8,58,1013.9,1451,1016.3,10.6,9.6,,,,,,,,,0,0,15.5,9.5,,,,,,,,,,,,,
90,2019-11-01,15.8,11.6,2301,19.6,1353,,,,,,,5.8,360,950,3.7,360,950,1.6,1344,7.3,37,1033,58.6,10.3,1018.7,1022.2,1051,1016.9,1,1020.8,10.6,9.4,,,,,,,,,.9,.1,15.7,9.2,,,,,,,,,,,,,
90,2019-11-02,15.2,10.2,700,19.6,1304,,,,,,,3.8,160,1444,2.7,140,1334,1.1,920,8.7,53,2116,65.8,11.3,1016.4,1021.5,1,1016.1,2011,1018.5,10.6,5.7,,,,,,,,,5.8,3,14.3,7.6,,,,,,,,,,,,,
90,2019-11-03,12.3,9.2,2340,16,17,,,,,,.8,10.9,70,833,7.2,70,812,2.5,2150,8.1,51,17,77.4,10.9,1019.6,1024.3,2128,1017,1,1021.7,10.5,0,,,,,,,,,8.6,7.9,12.4,8.4,,,,,,,,,,,,,
90,2019-11-04,11.7,7.6,2352,16.6,1141,,,,,,,5.4,180,1607,3,140,1418,1.5,1312,6.7,52,1134,72.8,9.8,1020.1,1024.4,837,1019.8,2323,1022.2,10.5,6,,,,,,,,,3.5,2.8,13,6,,,,,,,,,,,,,
90,2019-11-05,15,7.6,324,21.1,1333,,,,,,,7.1,290,1658,3.4,270,1645,1.3,1153,2.9,23,1353,46.8,7.6,1014.1,1019.8,1,1013.8,1637,1016.2,10.5,9.8,,,,,,,,,0,0,13.1,4.6,,,,,,,,,,,,,
90,2019-11-06,14.5,9.7,732,18.4,1010,,,,,,,8.3,250,2344,4,230,2353,1.6,1356,3.5,30,2345,48.5,8,1012.6,1017.3,925,1011.7,2354,1014.7,10.4,8.2,,,,,,,,,5.4,3.6,13.6,7.7,,,,,,,,,,,,,
90,2019-11-07,11.8,7.6,2400,15.2,1113,,,,,,.6,8.7,50,1224,5.1,20,1224,1.8,1548,3.1,31,934,59.1,7.9,1013.6,1019,2246,1011,315,1015.7,10.4,5.8,,,,,,,,,6.3,5.1,12.3,6.5,,,,,,,,,,,,,
90,2019-11-08,10.3,5.4,656,14.9,1307,,,,,,,4.6,290,2109,2.5,270,2115,1.3,1082,.1,35,1332,51,6.3,1016.8,1020.6,900,1017.3,1432,1019,10.4,9.5,,,,,,,,,.5,0,10.7,3.2,,,,,,,,,,,,,
90,2019-11-09,10.1,7.5,2358,13.6,1209,,,,,,2.4,7.9,340,912,4.8,360,1223,1.9,1656,3,35,32,65,8,1018.3,1022.2,914,1019.2,2340,1020.5,10.3,1.1,,,,,,,,,6,4.3,9.7,5.1,,,,,,,,,,,,,
90,2019-11-10,10.8,5.9,312,15.4,1356,,,,,,,3.6,270,2359,2.6,270,552,1.2,996,3.5,48,1021,61.9,7.9,1008.7,1019.1,1,1002.9,2349,1010.9,10.3,2.1,,,,,,,,,7.9,6.8,9.6,4.6,,,,,,,,,,,,,
90,2019-11-11,13.3,9.5,713,17.3,1308,,,,,,,10.5,290,400,6,290,1135,2.4,2107,3.7,40,1313,52.8,7.9,1005.8,1015.5,2352,1001.6,206,1007.9,10.3,9.2,,,,,,,,,2.4,1,11.8,6,,,,,,,,,,,,,
90,2019-11-12,11.4,7.5,603,16.4,1508,,,,,,,4.6,290,252,2.6,290,218,1.4,1230,2.4,38,1257,55.1,7.3,1017.4,1021,933,1015.5,1,1019.5,10.2,8.1,,,,,,,,,2.4,2.1,10.6,4.1,,,,,,,,,,,,,
